,json_file,title,date,url,source,feature,edge_label,event_summary,triplet_semantic,quote_similarity,quote_best_match,judge_verdict,judge_reasoning,triplet_date,subject,predicate,object,parse_ok,new_subject,new_predicate,new_object,new_triplet,normalized_direction,normalized_triplet,refined_subject,refined_triplet,attribute
0,llm_response_0006_Hellenic_Shipping_News_20230620.json,Commodity Tracker: 5 charts to watch this week,2023-06-20,https://www.hellenicshippingnews.com/commodity-tracker-5-charts-to-watch-this-week-77/,Hellenic Shipping News,balance_of_trade,increases imports,SPM increases imports,"2023-06-20, The difference between country-wide imports and exports. -> increases imports -> SPM increases imports",1.0,"With the new facility set to bolster logistical capacity and efficiency, Bangladesh is poised to increase Middle Eastern crude imports and diesel trades.",CONFIRMED,"The exact sentence appears in the article stating that the new SPM facility will bolster logistical capacity and that Bangladesh is 'poised to increase Middle Eastern crude imports and diesel trades,' explicitly linking the SPM to increased imports at the country level.",2023-06-20,The difference between country-wide imports and exports.,increases imports,SPM increases imports,True,Single Point Mooring,increases imports,Middle Eastern crude imports,(Single Point Mooring) ── increases imports ──> (Middle Eastern crude imports),deteriorate,(Single Point Mooring) ── deteriorate ──> (balance_of_trade),New Single Point Mooring Facility,(New Single Point Mooring Facility) ── deteriorate ──> (balance_of_trade),"""New Single Point Mooring Facility: Infrastructure"""
1,llm_response_0039_La_Prensa_Latina_Media_20230131.json,IMF approves $4.7 billion loan package for Bangladesh,2023-01-31,https://www.laprensalatina.com/imf-approves-4-7-billion-loan-package-for-bangladesh/,La Prensa Latina Media,currency_log_return,causes depreciation,Russia's war in Ukraine,"2023-01-31, Volatility in the exchange rate (e.g., USD to BDT) affecting import costs. -> causes depreciation -> Russia's war in Ukraine",1.0,"It has led to a sharp widening of Bangladesh's current account deficit, depreciation of the taka, and a decline in foreign exchange reserves.",CONFIRMED,"The article explicitly states 'It has led to ... depreciation of the taka,' immediately after citing Russia's war in Ukraine, which directly asserts a causal link at the country level (Bangladesh's currency).",2023-01-31,"Volatility in the exchange rate (e.g., USD to BDT) affecting import costs.",causes depreciation,Russia's war in Ukraine,True,Russia's War in Ukraine,causes depreciation,Bangladeshi Taka,(Russia's War in Ukraine) ── causes depreciation ──> (Bangladeshi Taka),depreciate,(Russia's War in Ukraine) ── depreciate ──> (currency_log_return),Russian invasion of Ukraine,(Russian invasion of Ukraine) ── depreciate ──> (currency_log_return),"""Russian invasion of Ukraine: Global Shock"""
2,llm_response_0056_Myanmar_NewsNet_20230516.json,Bangladesh government should think twice before trading in Chinese currency: Report,2023-05-16,https://www.myanmarnews.net/news/273832902/bangladesh-government-should-think-twice-before-trading-in-chinese-currency-report,Myanmar News.Net,currency_log_return,drives depreciation,Taka depreciation since invasion,"2023-05-16, Volatility in the exchange rate (e.g., USD to BDT) affecting import costs. -> drives depreciation -> Taka depreciation since invasion",1.0,"Taka, the Bangladeshi currency, has lost nearly 25 per cent of its value against the dollar since Russia invaded Ukraine earlier this year, rocking global energy and commodities markets.",CONFIRMED,"The exact sentence appears in the article linking the Taka's ~25% loss 'since Russia invaded Ukraine,' adding that the invasion rocked global energy and commodities markets; this explicitly ties the invasion (and its market effects) to the currency depreciation at the country level.",2023-05-16,"Volatility in the exchange rate (e.g., USD to BDT) affecting import costs.",drives depreciation,Taka depreciation since invasion,True,Russian invasion of Ukraine,drives depreciation,Bangladeshi Taka,(Russian invasion of Ukraine) ── drives depreciation ──> (Bangladeshi Taka),depreciate,(Russian invasion of Ukraine) ── depreciate ──> (currency_log_return),Russia's invasion of Ukraine,(Russia's invasion of Ukraine) ── depreciate ──> (currency_log_return),"""Russia's invasion of Ukraine: Global Shock"""
3,llm_response_0056_Myanmar_NewsNet_20230516.json,Bangladesh government should think twice before trading in Chinese currency: Report,2023-05-16,https://www.myanmarnews.net/news/273832902/bangladesh-government-should-think-twice-before-trading-in-chinese-currency-report,Myanmar News.Net,balance_of_trade,reduces export revenue,Yuan use lowers exports,"2023-05-16, The difference between country-wide imports and exports. -> reduces export revenue -> Yuan use lowers exports",1.0,Moving to the Yuan for international trade will hurt Bangladesh's remittances from abroad and lower export revenue as well.,CONFIRMED,"The article contains the exact sentence asserting that moving to the Yuan 'will ... lower export revenue,' which explicitly states a causal effect of Yuan use on national export revenue; the discussion is at the country level, matching the balance-of-trade scope.",2023-05-16,The difference between country-wide imports and exports.,reduces export revenue,Yuan use lowers exports,True,Moving to the Yuan,reduces export revenue,Bangladesh's Export Revenue,(Moving to the Yuan) ── reduces export revenue ──> (Bangladesh's Export Revenue),deteriorate,(Moving to the Yuan) ── deteriorate ──> (balance_of_trade),Adoption of the Yuan,(Adoption of the Yuan) ── deteriorate ──> (balance_of_trade),"""Adoption of the Yuan: Currency Movement"""
4,llm_response_0072_eNCAnews_20230607.json,"Bangladesh shuts schools, cuts power in longest heatwave in decades",2023-06-07,https://www.enca.com/life/bangladesh-shuts-schools-cuts-power-longest-heatwave-decades,eNCAnews,currency_log_return,drives up import costs,taka depreciation increased costs,"2023-06-07, Volatility in the exchange rate (e.g., USD to BDT) affecting import costs. -> drives up import costs -> taka depreciation increased costs",1.0,"The Bangladeshi taka depreciated about 25 percent against the US dollar last year, driving up the cost of fuel imports and power utilities.",CONFIRMED,"The article contains the sentence 'The Bangladeshi taka depreciated about 25 percent against the US dollar last year, driving up the cost of fuel imports and power utilities,' which explicitly states a causal link and refers to the national currency (country-level).",2023-06-07,"Volatility in the exchange rate (e.g., USD to BDT) affecting import costs.",drives up import costs,taka depreciation increased costs,True,Bangladeshi Taka Depreciation,drives up import costs,Fuel Imports,(Bangladeshi Taka Depreciation) ── drives up import costs ──> (Fuel Imports),depreciate,(Bangladeshi Taka Depreciation) ── depreciate ──> (currency_log_return),25 Percent Taka Depreciation,(25 Percent Taka Depreciation) ── depreciate ──> (currency_log_return),"""25 Percent Taka Depreciation: Currency Movement"""
5,llm_response_0096_Bangladesh_Sangbad_Sangstha_BSS_20230601.json,Govt aims to sustain economic recovery: Kamal  | National Budget 2023-2024,2023-06-01,https://www.bssnews.net/national-budget-2023-2024/128488,Bangladesh Sangbad Sangstha (BSS),currency_log_return,impacts exchange rates,Russia-Ukraine war impact,"2023-06-01, Volatility in the exchange rate (e.g., USD to BDT) affecting import costs. -> impacts exchange rates -> Russia-Ukraine war impact",1.0,the increase in import costs due to post-war global inflation and the depreciation of the country's foreign exchange rate,CONFIRMED,"The article contains the line stating that the increase in import costs was due to post-war global inflation and 'the depreciation of the country's foreign exchange rate,' which explicitly attributes higher import costs to FX depreciation and refers to the country's exchange rate (national scope).",2023-06-01,"Volatility in the exchange rate (e.g., USD to BDT) affecting import costs.",impacts exchange rates,Russia-Ukraine war impact,True,Russia-Ukraine War,impacts exchange rates,Exchange Rates,(Russia-Ukraine War) ── impacts exchange rates ──> (Exchange Rates),stable,(Russia-Ukraine War) ── stable ──> (currency_log_return),Bangladesh Exchange Rate Depreciation,(Bangladesh Exchange Rate Depreciation) ── stable ──> (currency_log_return),"""Bangladesh Exchange Rate Depreciation: Currency Movement"""
6,llm_response_0096_Bangladesh_Sangbad_Sangstha_BSS_20230601.json,Govt aims to sustain economic recovery: Kamal  | National Budget 2023-2024,2023-06-01,https://www.bssnews.net/national-budget-2023-2024/128488,Bangladesh Sangbad Sangstha (BSS),currency_log_return,raises import costs,FX rate depreciation,"2023-06-01, Volatility in the exchange rate (e.g., USD to BDT) affecting import costs. -> raises import costs -> FX rate depreciation",1.0,the increase in import costs due to post-war global inflation and the depreciation of the country's foreign exchange rate,CONFIRMED,"The article contains the line stating that the increase in import costs was due to post-war global inflation and 'the depreciation of the country's foreign exchange rate,' which explicitly attributes higher import costs to FX depreciation and refers to the country's exchange rate (national scope).",2023-06-01,"Volatility in the exchange rate (e.g., USD to BDT) affecting import costs.",raises import costs,FX rate depreciation,True,Russia-Ukraine War,impacts exchange rates,Exchange Rates,(Russia-Ukraine War) ── impacts exchange rates ──> (Exchange Rates),depreciate,(Russia-Ukraine War) ── depreciate ──> (currency_log_return),Bangladesh Foreign Exchange Rate Depreciation,(Bangladesh Foreign Exchange Rate Depreciation) ── depreciate ──> (currency_log_return),"""Post-war global inflation: Global Shock"", ""Foreign exchange rate depreciation: Currency Movement"""
7,llm_response_0104_Bangladesh_Sangbad_Sangstha_BSS_20230602.json,No possibility of inflation from govt. borrowings: BB Governor | National Budget 2023-2024,2023-06-02,https://www.bssnews.net/national-budget-2023-2024/128791,Bangladesh Sangbad Sangstha (BSS),stock_market_close,supports stock market,policy support extended,"2023-06-02, The performance of the equity market (e.g., DSE Index), proxy for investor confidence. -> supports stock market -> policy support extended",1.0,"Asked about the measures for improving the stock market, the Governor said that some 3 to 4 major policy issues were solved over the last one year",CONFIRMED,"The article contains the quoted line about measures for improving the stock market and states the central bank 'has extended necessary policy support in this regard,' which explicitly links the policy support as a measure aimed at improving the (national) stock market.",2023-06-02,"The performance of the equity market (e.g., DSE Index), proxy for investor confidence.",supports stock market,policy support extended,True,Major Policy Issues Solved,supports stock market,Stock Market,(Major Policy Issues Solved) ── supports stock market ──> (Stock Market),rise,(Major Policy Issues Solved) ── rise ──> (stock_market_close),Central Bank Policy Support,(Central Bank Policy Support) ── rise ──> (stock_market_close),"""Central Bank Policy Support: Monetary Policy"""
8,llm_response_0108_ANN_20230420.json,Is renewable deployment suffering from fossil fuel lock-in?,2023-04-20,https://asianews.network/is-renewable-deployment-suffering-from-fossil-fuel-lock-in/,ANN,currency_log_return,reduces ability to pay for imports,US dollar crisis limits imports,"2023-04-20, Volatility in the exchange rate (e.g., USD to BDT) affecting import costs. -> reduces ability to pay for imports -> US dollar crisis limits imports",1.0,whether Bangladesh will be able to pay for the imported energy to fulfil its demand amid the US dollar crisis,CONFIRMED,"The article contains the sentence: '...whether Bangladesh will be able to pay for the imported energy to fulfil its demand amid the US dollar crisis...,' which explicitly links a national US dollar crisis to reduced ability to pay for imported energy at the country level.",2023-04-20,"Volatility in the exchange rate (e.g., USD to BDT) affecting import costs.",reduces ability to pay for imports,US dollar crisis limits imports,True,US Dollar Crisis,reduces ability to pay for imports,Imported Energy,(US Dollar Crisis) ── reduces ability to pay for imports ──> (Imported Energy),depreciate,(US Dollar Crisis) ── depreciate ──> (currency_log_return),Bangladesh Foreign Exchange Crisis,(Bangladesh Foreign Exchange Crisis) ── depreciate ──> (currency_log_return),"""Bangladesh Foreign Exchange Crisis: Monetary Policy"""
9,llm_response_0136_Bangladesh_Sangbad_Sangstha_BSS_20230522.json,US hails Bangladesh for lifting fumigation requirements on cotton imports | Business,2023-05-22,https://www.bssnews.net/business/126830,Bangladesh Sangbad Sangstha (BSS),balance_of_trade,increases foreign exchange earnings,Access to US cotton,"2023-05-22, The difference between country-wide imports and exports. -> increases foreign exchange earnings -> Access to US cotton",0.995,"Bangladesh needs high-quality US cotton to fuel its growth and increase foreign exchange earnings,",CONFIRMED,"The exact sentence appears in the article. The ambassador explicitly links US cotton to 'fuel its growth and increase foreign exchange earnings,' asserting a cause-effect relationship, and this refers to Bangladesh's national-level foreign exchange earnings.",2023-05-22,The difference between country-wide imports and exports.,increases foreign exchange earnings,Access to US cotton,True,Access to US Cotton,increases foreign exchange earnings,Foreign Exchange Earnings,(Access to US Cotton) ── increases foreign exchange earnings ──> (Foreign Exchange Earnings),improve,(Access to US Cotton) ── improve ──> (balance_of_trade),High Quality U.S. Cotton Imports,(High Quality U.S. Cotton Imports) ── improve ──> (balance_of_trade),"""High Quality U.S. Cotton Imports: Market Dynamics"""
